term,beverage_type,category,job_id,item_id,row_index,source_id,status,attempt_count,last_error,result_json,reported_at,completed_at
Primitivo,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Primitivo,59,Primitivo,completed,1,,"{""how_to_apply"":""Use Primitivo to anchor a wine to Puglia in tasting notes, list design, and buying decisions, signaling a southern Italian red with ripe black-fruit weight and often elevated alcohol. In education and exams, apply it precisely by separating broad Primitivo references from stricter origin terms such as Primitivo di Manduria.""}",2026-03-07T07:43:49+00:00,2026-03-07T07:43:50+00:00
Pumpover,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Pumpover,60,Pumpover,completed,1,,"{""how_to_apply"":""Use pumpover to describe a red-wine cap-management regime in which fermenting juice is drawn from below the cap and sprayed back over the skins to regulate extraction, temperature, and oxygen exposure. In production notes, buying, or exam settings, the term signals a gentler, more controllable alternative to punch-downs that can shape color and tannin development.""}",2026-03-07T07:43:44+00:00,2026-03-07T07:43:51+00:00
Racking,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Racking,61,Racking,completed,1,,"{""how_to_apply"":""Use racking to identify the cellar step of moving wine off its lees into a clean vessel, then relate the frequency and timing of that transfer to clarity, reductive risk, texture refinement, and controlled oxygen exposure when discussing elevage or assessing production choices.""}",2026-03-07T07:43:45+00:00,2026-03-07T07:43:46+00:00
Reduction,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Reduction,62,Reduction,completed,1,,"{""how_to_apply"":""Use reduction as a precision note in blind tasting and buying to distinguish a transient low-oxygen sulfur edge from spoilage; in service, decanting or vigorous swirling often clarifies whether the wine will open or should be flagged as technically compromised.""}",2026-03-07T07:43:55+00:00,2026-03-07T07:43:57+00:00
Reserva,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Reserva,63,Reserva,completed,1,,"{""how_to_apply"":""Use Reserva as a legally regulated aging cue on Iberian wine labels, checking the country and DO/DOCa rules to infer longer maturation before release and a more developed service profile than a younger bottling. In buying and exam contexts, apply it comparatively rather than romantically: Reserva signals a protected maturation standard whose exact cellar and bottle time depends on the appellation and nation.""}",2026-03-07T07:43:58+00:00,2026-03-07T07:43:59+00:00
Riesling,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Riesling,64,Riesling,completed,1,,"{""how_to_apply"":""Apply Riesling as a precise shorthand for a high-acid aromatic white whose commercial and service decisions hinge on origin and sweetness level, since the same grape can range from bone-dry to lusciously sweet. In tasting grids, buying notes, and wine lists, use the term alongside place and residual-sugar cues to set correct expectations for lime-citrus fruit, floral lift, and age-worthy petroleum development.""}",2026-03-07T07:43:59+00:00,2026-03-07T07:43:59+00:00
Ripasso,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Ripasso,65,Ripasso,completed,1,,"{""how_to_apply"":""Use Ripasso to identify a Valpolicella wine re-passed over Amarone or Recioto skins, signaling a fuller, more structured style than basic Valpolicella with evident dried-cherry depth and elevated commercial positioning. In buying, service, and exam contexts, apply the term as a production and style cue rather than a grape name, linking it to mid-tier Verona reds that bridge standard Valpolicella and Amarone.""}",2026-03-07T07:44:05+00:00,2026-03-07T07:44:06+00:00
Rondinella,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Rondinella,66,Rondinella,completed,1,,"{""how_to_apply"":""Apply Rondinella when discussing Valpolicella blend composition: its thick skins and dependable cropping make it a supporting grape for color retention and appassimento lots in Amarone or Recioto, not the primary source of aroma. In buying or exam use, reference it to explain why a Corvina-led blend may show added stability and volume without a major increase in perfume or tannic weight.""}",2026-03-07T07:44:09+00:00,2026-03-07T07:44:10+00:00
Sangiovese,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sangiovese,67,Sangiovese,completed,1,,"{""how_to_apply"":""Use Sangiovese to frame both origin and style when assessing Tuscan reds, linking the grape to sour-cherry fruit, firm acidity, and savory structure in blind tasting and buying decisions. In merchandising or exam settings, apply the term to distinguish varietal Sangiovese from denomination names such as Chianti Classico, Brunello di Montalcino, and Vino Nobile di Montepulciano.""}",2026-03-07T07:44:07+00:00,2026-03-07T07:44:08+00:00
Sauternes,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Sauternes,68,Sauternes,completed,1,,"{""how_to_apply"":""Apply Sauternes when identifying or merchandising botrytized sweet Bordeaux: it denotes Semillon-led wines concentrated by noble rot, with enough acidity to support foie gras, blue cheese, and long cellar aging. In tasting or exam settings, use the term when honeyed stone fruit, marmalade, and saffron-like botrytis notes point to classic Sauternes rather than simple late-harvest sweetness.""}",2026-03-07T07:44:17+00:00,2026-03-07T07:44:18+00:00
Sommelier,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Sommelier,69,Sommelier,completed,1,,"{""how_to_apply"":""Use sommelier to denote the wine professional who turns guest preferences, menu context, and cellar inventory into specific bottle, pairing, and service decisions. In training or exam settings, apply it to the discipline of blind tasting, list construction, purchasing, storage, and precise tableside execution rather than as a loose synonym for wine enthusiast.""}",2026-03-07T07:44:19+00:00,2026-03-07T07:44:20+00:00
Syrah,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Syrah,70,Syrah,completed,1,,"{""how_to_apply"":""Apply Syrah as a benchmark for site expression by contrasting cooler, stony plantings that emphasize violet, black pepper, and linear acidity with warmer exposures that push the variety toward darker fruit, broader texture, and riper tannin. In buying, teaching, and blind assessment, the term is most useful when linking Syrah’s aromatic and structural shifts directly to climate, aspect, and soil profile rather than treating it as a single fixed style.""}",2026-03-07T07:44:21+00:00,2026-03-07T07:44:22+00:00
Tannin,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Tannin,71,Tannin,completed,1,,"{""how_to_apply"":""Apply tannin as a structural descriptor by identifying its source, grain, and ripeness on the palate, then use that read to judge grape variety, extraction regime, oak influence, and cellaring potential. In buying and service, translate tannin level and texture into pairing and guest guidance, distinguishing, for example, firm youthful grip from resolved, fine-boned tannins in mature wine.""}",2026-03-07T07:44:23+00:00,2026-03-07T07:44:24+00:00
Tempranillo,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Tempranillo,72,Tempranillo,completed,1,,"{""how_to_apply"":""Apply Tempranillo when identifying or positioning a wine around the variety’s hallmark profile and élevage choices, from bright red-fruit joven styles to oak-shaped Reserva and Gran Reserva expressions. In buying, service, and exam contexts, use the term to signal likely structure, acid, tannin, and regional style expectations, especially for Rioja, Ribera del Duero, and other Iberian benchmarks.""}",2026-03-07T07:44:25+00:00,2026-03-07T07:44:30+00:00
Teroldego,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Teroldego,73,Teroldego,completed,1,,"{""how_to_apply"":""Use Teroldego to signal a northern Italian red with distinct varietal identity, especially when assessing whether a wine’s dark berry fruit, alpine freshness, and firm tannic frame align with Trentino benchmarks. In buying and merchandising, the term helps position the bottle as a more regional, sommelier-driven alternative to broader commercial red categories.""}",2026-03-07T07:44:28+00:00,2026-03-07T07:44:29+00:00
Torrontes,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Torrontes,74,Torrontes,completed,1,,"{""how_to_apply"":""Apply Torrontes as a site-sensitive cue for high-altitude Argentina, especially Salta and Cafayate, where tasters assess how elevation sharpens its jasmine-citrus perfume and controls phenolic bitterness. In buying and list positioning, use the term to separate fresher, mountain-grown examples from broader, softer styles when matching aromatic intensity to spicy or herb-driven dishes.""}",2026-03-07T07:44:33+00:00,2026-03-07T07:44:34+00:00
Trebbiano,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Trebbiano,75,Trebbiano,completed,1,,"{""how_to_apply"":""Apply Trebbiano as a regional shorthand when discussing central Italian white-wine styles, especially in buying or list curation where Trebbiano d'Abruzzo, Trebbiano di Lugana, and related appellation uses do not all point to the same grape identity. In tasting exams or staff education, require appellation context before drawing conclusions about body, acidity, or flavor profile from the name alone.""}",2026-03-07T07:44:39+00:00,2026-03-07T07:44:39+00:00
Typicity,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Typicity,76,Typicity,completed,1,,"{""how_to_apply"":""Apply typicity when judging whether a wine’s aroma, structure, and finish credibly express its stated grape, origin, or tradition, rather than simply whether it is attractive. Buyers, educators, and exam candidates use the term to justify style benchmarks, assess regional fidelity, and explain why a bottling reads as classic, atypical, or commercially broad.""}",2026-03-07T07:44:35+00:00,2026-03-07T07:44:36+00:00
Vendange,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Vendange,77,Vendange,completed,1,,"{""how_to_apply"":""Apply vendange when identifying the harvested crop behind a wine, especially in production notes or exam answers that distinguish one picking pass or harvest lot from another. In buying and merchandising, it signals that harvest timing and method should be evaluated because they directly shape ripeness, acidity, and final style.""}",2026-03-07T07:44:44+00:00,2026-03-07T07:44:45+00:00
Veraison,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Veraison,78,Veraison,completed,1,,"{""how_to_apply"":""Use veraison in vineyard reporting and buying discussions to mark the onset of ripening, since its timing and evenness help forecast harvest window, color development, and potential flavor maturity. In education or production review, cite delayed or uneven veraison as a site-and-season indicator that can influence crop-thinning decisions and expectations for concentration.""}",2026-03-07T07:44:41+00:00,2026-03-07T07:44:43+00:00
Verdelho,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Verdelho,79,Verdelho,completed,1,,"{""how_to_apply"":""Use Verdelho to frame an origin-sensitive recommendation: in Madeira it identifies the traditional medium-dry style, while in modern Australian merchandising it signals a crisp, aromatic white suited to early-drinking programs. In tasting exams or staff training, apply the term to connect place, grape, and expected structure rather than treating it as a generic white-wine label.""}",2026-03-07T07:44:48+00:00,2026-03-07T07:44:49+00:00
Vermentino,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Vermentino,80,Vermentino,completed,1,,"{""how_to_apply"":""Use Vermentino to signal a Mediterranean white style with marked salinity, citrus, and herbal lift when positioning a list, hand-selling a bottle, or calibrating blind tasting grids toward coastal Ligurian, Tuscan, Sardinian, or southern French expressions. In production and exam contexts, apply the term with attention to site and ripeness, since the grape can range from brisk, stainless-steel freshness to broader, textural examples with lees influence.""}",2026-03-07T07:44:50+00:00,2026-03-07T07:44:51+00:00
Viognier,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Viognier,81,Viognier,completed,1,,"{""how_to_apply"":""Use Viognier to identify a wine whose market and sensory profile hinge on the grape’s full body, low-acid structure, and signature apricot, peach, and floral aromatics, whether bottled varietally or employed to perfume a blend. In tasting and exam contexts, the term is applied when those textural and aromatic markers point specifically to Viognier rather than another aromatic white variety.""}",2026-03-07T07:44:51+00:00,2026-03-07T07:44:52+00:00
Vintage,wine,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Vintage,82,Vintage,completed,1,,"{""how_to_apply"":""Apply vintage by tying the wine to the specific growing season named on the label, then use that year to judge ripeness profile, structural balance, longevity, and market positioning. In buying, service, and examination settings, the vintage is a primary reference point for comparing producer performance across years and for calibrating expectations around style and bottle development.""}",2026-03-07T07:44:54+00:00,2026-03-07T07:44:55+00:00
Viscosity,wine,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Viscosity,83,Viscosity,completed,1,,"{""how_to_apply"":""Apply viscosity when assessing how a wine moves in the glass to support judgments about body, extract, alcohol, sweetness, or glycerol-derived texture, while avoiding it as a standalone quality cue. In buying and education contexts, use the observation to calibrate style expectations and to distinguish richness from simple weight during comparative tasting.""}",2026-03-07T07:44:56+00:00,2026-03-07T07:44:57+00:00
Volatile,wine,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Volatile,84,Volatile,completed,1,,"{""how_to_apply"":""Apply volatile when a wine shows elevated acetic or solvent-like lift that materially affects the nose and palate, especially in tasting notes, QC, and exam assessment. In buying or service, the term helps distinguish intentional high-toned energy from fault-level volatile acidity that compromises typicity and finish.""}",2026-03-07T07:45:00+00:00,2026-03-07T07:45:00+00:00
Zinfandel,wine,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Zinfandel,85,Zinfandel,completed,1,,"{""how_to_apply"":""Apply Zinfandel when assessing or merchandising wines built on ripe blackberry fruit, elevated alcohol, and spice, distinguishing the fuller, dry table-wine style from sweeter White Zinfandel. In service and education, use the term to set expectations around jammy concentration, vintage sensitivity, and the grape’s strong association with old-vine California bottlings.""}",2026-03-07T07:45:01+00:00,2026-03-07T07:45:02+00:00
Adjunct,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Adjunct,86,Adjunct,completed,1,,"{""how_to_apply"":""Apply adjunct to identify any non-malt fermentable or supplemental cereal, sugar, or other brewing input used alongside the base malt, then state how it changes body, fermentability, foam, haze, or grain expression in the finished beer. In buying, education, and exam settings, the term is used to explain why a beer drinks drier, softer, lighter, creamier, or more textural than an all-malt counterpart.""}",2026-03-07T07:45:06+00:00,2026-03-07T07:45:07+00:00
Ale,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Ale,87,Ale,completed,1,,"{""how_to_apply"":""Use ale to distinguish top-fermented beer families from lagers when building assortments, writing tasting grids, or teaching style structure, then narrow the call to bitter, pale ale, stout, or another substyle for buying and service decisions. In production and exam contexts, the term signals expected yeast-derived fruit and fermentation profile rather than a catchall dark-or-craft descriptor.""}",2026-03-07T07:45:06+00:00,2026-03-07T07:45:07+00:00
Altbier,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Altbier,88,Altbier,completed,1,,"{""how_to_apply"":""Use Altbier to anchor discussion of place in German beer, citing the Dusseldorf tradition and Lower Rhine water profile when assessing whether a sample’s firm bitterness, copper color, and clean top-fermented character read as regionally faithful. In buying or merchandising, apply the term to differentiate authentic Dusseldorf-inspired offerings from generic amber ales and to justify placement alongside other origin-driven German specialties.""}",2026-03-07T07:45:09+00:00,2026-03-07T07:45:10+00:00
Amber,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Amber,89,Amber,completed,1,,"{""how_to_apply"":""Apply amber when a beer’s appearance and malt presentation sit clearly between golden and copper, such as in tasting notes, style-callouts, and point-of-sale language for amber lagers and amber ales. In production or exam settings, use it to anchor the expected color band and associated toasted-caramel malt impression rather than as a vague synonym for dark.""}",2026-03-07T07:45:17+00:00,2026-03-07T07:45:17+00:00
Amylase,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Amylase,90,Amylase,completed,1,,"{""how_to_apply"":""Use amylase when specifying mash or fermentation interventions that increase wort fermentability, especially for very dry brut-style or low-carbohydrate beer programs. In production and technical evaluation, note the enzyme choice to explain a leaner body, lower finishing gravity, and higher attenuation than the grist alone would normally deliver.""}",2026-03-07T07:45:12+00:00,2026-03-07T07:45:15+00:00
Barleywine,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Barleywine,91,Barleywine,completed,1,,"{""how_to_apply"":""Apply barleywine on menus, tasting notes, and exam grids to identify the strongest malt-led beer set, signaling very high gravity, layered toffee and dried-fruit concentration, and a serving or cellaring strategy closer to fortified wine than standard-strength ale.""}",2026-03-07T07:45:19+00:00,2026-03-07T07:45:21+00:00
Berlinerweisse,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Berlinerweisse,92,Berlinerweisse,completed,1,,"{""how_to_apply"":""Apply Berliner Weisse to denote a very pale, sharply acid wheat beer whose identity is tied to Berlin’s historical brewing culture and mixed microflora, especially when assessing whether a modern example shows authentic lactic brightness, light body, and regional stylistic restraint rather than fruit-forward sour-beer excess. In buying and education, use the term to separate heritage-inspired bottlings from generic kettle sours and to discuss how place, brewery microbiology, and local service tradition shape the style’s expression.""}",2026-03-07T07:45:24+00:00,2026-03-07T07:45:25+00:00
Bitterness,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Bitterness,93,Bitterness,completed,1,,"{""how_to_apply"":""Use bitterness to calibrate hop impact against malt weight and finish when tasting or buying beer, noting whether the bitterness reads crisp, resinous, lingering, or harsh for the intended style. In production and staff training, it is applied as a practical balance marker that links recipe design, IBU targets, and sensory quality in the glass.""}",2026-03-07T07:45:25+00:00,2026-03-07T07:45:26+00:00
Bock,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Bock,94,Bock,completed,1,,"{""how_to_apply"":""Use bock to signal a strong, malt-driven German lager style, then verify that the beer shows rich bread-crust and toast depth with a fuller body and restrained hop expression rather than generic dark-beer character. In buying, staff training, and exam settings, apply the term to distinguish traditional bock and its variants from standard amber or dark lagers by strength, malt concentration, and stylistic lineage.""}",2026-03-07T07:45:28+00:00,2026-03-07T07:45:30+00:00
Brett,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Brett,95,Brett,completed,1,,"{""how_to_apply"":""Use Brett to signal deliberate Brettanomyces character in a beer, whether as the primary fermenter or a maturation culture, and calibrate expectations around rustic funk, leather, hay, or light acidity rather than treating it as a generic wild-beer catchall.""}",2026-03-07T07:45:33+00:00,2026-03-07T07:45:37+00:00
Brut,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Brut,96,Brut,completed,1,,"{""how_to_apply"":""Use Brut on beer lists, shelf sets, and tasting notes only when a beer is deliberately driven to Champagne-like dryness, signaling very low residual sugar, high attenuation, and a crisp finish rather than fruit sweetness. In production and exam contexts, apply it to styles such as Brut IPA to distinguish a bone-dry fermentation profile from merely bitter or highly carbonated beer.""}",2026-03-07T07:45:32+00:00,2026-03-07T07:45:34+00:00
Cascade,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Cascade,97,Cascade,completed,1,,"{""how_to_apply"":""Apply Cascade to identify Pacific Northwest regional provenance when a beer’s identity, sourcing, or market positioning is tied to the Cascade corridor rather than a generic U.S. origin. In buying sets, staff training, or exam responses, use it to connect place-specific brewing culture and hop-growing geography to style expectation and commercial relevance.""}",2026-03-07T07:45:42+00:00,2026-03-07T07:45:46+00:00
Cask,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Cask,98,Cask,completed,1,,"{""how_to_apply"":""Apply cask to beer that is conditioned and served from the vessel after secondary fermentation, then use it in tasting notes, buying, and service specs to signal live cellar handling, low natural carbonation, and dispense expectations distinct from keg formats.""}",2026-03-07T07:45:39+00:00,2026-03-07T07:45:40+00:00
Centennial,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Centennial,99,Centennial,completed,1,,"{""how_to_apply"":""Use Centennial to signal a hop bill built around assertive citrus-floral character with firm bittering capacity, especially in pale ale and IPA specs, tap notes, and buying decisions. In brewery and exam contexts, apply the term when identifying a classic U.S. cultivar that can cover both kettle and late-hop roles while pushing grapefruit, orange peel, and resin markers.""}",2026-03-07T07:45:44+00:00,2026-03-07T07:45:45+00:00
Chinook,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Chinook,100,Chinook,completed,1,,"{""how_to_apply"":""Use Chinook to signal a hop choice or lot profile that drives firm bitterness with signature pine-resin, grapefruit peel, and dank spice, especially in IPA and pale ale specs. In tasting and buying, apply the term to distinguish classic Pacific Northwest hop expression and to assess whether late-kettle, whirlpool, or dry-hop use is delivering that rugged aromatic stamp without coarse green character.""}",2026-03-07T07:45:47+00:00,2026-03-07T07:45:51+00:00
Citra,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Citra,101,Citra,completed,1,,"{""how_to_apply"":""Use Citra to signal a hop-led beer profile built around saturated mango, lime, and grapefruit aromatics, especially when writing tasting notes, structuring dry-hop bills, or setting purchase expectations for modern pale ales and IPAs. In education or judging, apply the term to discuss whether the beer’s tropical-citrus expression is clearly varietal and integrated rather than a vague generic fruit character.""}",2026-03-07T07:45:58+00:00,2026-03-07T07:45:59+00:00
Columbus,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Columbus,102,Columbus,completed,1,,"{""how_to_apply"":""Use Columbus to specify a hop-driven bittering or late-kettle choice when a beer needs firm resinous structure with pungent citrus and dank spice rather than softer fruit expression. In tasting and buying language, call out Columbus when that assertive, high-alpha signature is deliberate and commercially relevant to IPA, pale ale, or hop-forward seasonal positioning.""}",2026-03-07T07:45:52+00:00,2026-03-07T07:45:53+00:00
Conditioning,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Conditioning,103,Conditioning,completed,1,,"{""how_to_apply"":""Apply conditioning when specifying or evaluating how a beer completes maturation and develops carbonation, as in bottle-conditioned or cask-conditioned releases where secondary fermentation shapes texture, freshness, and sediment. In buying, service, and exams, the term signals expected mouthfeel, cellar handling, and whether the beer should be poured to preserve or intentionally rouse yeast.""}",2026-03-07T07:45:58+00:00,2026-03-07T07:46:00+00:00
Decoction,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Decoction,104,Decoction,completed,1,,"{""how_to_apply"":""Use decoction to identify or specify a mash regimen that can build deeper bread-crust malt character, firmer body, and integrated melanoidin richness in lagers and traditional continental styles. In production notes, buying, or exam discussion, apply the term when differentiating breweries that boil a portion of the mash from those relying on infusion or specialty malts to achieve similar flavor.""}",2026-03-07T07:46:04+00:00,2026-03-07T07:46:06+00:00
Dextrin,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Dextrin,105,Dextrin,completed,1,,"{""how_to_apply"":""Use dextrin to account for fuller palate weight and improved foam retention when a beer is not especially sweet but still drinks with substance. In production and judging, the term points to unfermentable carbohydrate left from mash regime or dextrin malt selection, helping explain body without implying higher final sweetness.""}",2026-03-07T07:46:10+00:00,2026-03-07T07:46:11+00:00
Diacetyl,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Diacetyl,106,Diacetyl,completed,1,,"{""how_to_apply"":""Apply diacetyl when assessing beer for a buttery or butterscotch note that signals yeast-management issues or a style-dependent fermentation choice, especially in lagers and cask-conditioned ales. Brewers, judges, and buyers use the term to distinguish acceptable low-level roundness from a fault that makes the beer seem slick, heavy, or microbiologically suspect.""}",2026-03-07T07:46:09+00:00,2026-03-07T07:46:10+00:00
Dortmunder,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Dortmunder,107,Dortmunder,completed,1,,"{""how_to_apply"":""Use Dortmunder to identify a pale lager built on the Dortmund export model when writing tasting notes, shelf copy, or exam descriptors, signaling a firmer mineral edge, balanced hop bitterness, and more malt weight than a standard pils. In buying or service, the term helps position the beer for guests seeking a clean German lager with greater palate breadth without moving into overtly sweet or strongly bitter territory.""}",2026-03-07T07:46:16+00:00,2026-03-07T07:46:19+00:00
Dryhopping,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Dryhopping,108,Dryhopping,completed,1,,"{""how_to_apply"":""Use dryhopping to describe beers where hops are added after primary fermentation to drive aroma rather than bitterness, then apply it when assessing whether the nose shows vivid varietal character such as citrus, resin, tropical fruit, or floral lift. In production, buying, and judging contexts, the term signals an aroma-focused hopping choice and sets expectation for freshness, hop expression, and minimal kettle-derived harshness.""}",2026-03-07T07:46:16+00:00,2026-03-07T07:46:21+00:00
Dunkel,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Dunkel,109,Dunkel,completed,1,,"{""how_to_apply"":""Use Dunkel to identify a Bavarian dark lager offering and set expectations for a malt-driven profile of bread crust, toast, and soft caramel with restrained bitterness when writing beer lists, training staff, or separating it from Schwarzbier and Bock in tasting and exam contexts.""}",2026-03-07T07:46:19+00:00,2026-03-07T07:46:20+00:00
Ebc,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Ebc,110,Ebc,completed,1,,"{""how_to_apply"":""Use EBC to set and verify a beer’s target colour during recipe design and production, especially when selecting malt bills or checking packaged beer against brand specifications. In buying, judging, and education, cite the EBC value to distinguish pale, amber, and dark styles with a precise visual benchmark rather than a subjective colour description.""}",2026-03-07T07:46:26+00:00,2026-03-07T07:46:27+00:00
Ester,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Ester,111,Ester,completed,1,,"{""how_to_apply"":""In beer assessment, ester is applied as a fermentation-profile term to judge whether fruity notes such as pear, banana, or apple are stylistically appropriate, guiding yeast choice, fermentation temperature, and release approval. Buyers, educators, and exam candidates also use ester intensity to differentiate expressive ale traditions from cleaner lager or tightly fermented modern styles.""}",2026-03-07T07:46:29+00:00,2026-03-07T07:46:29+00:00
Fuggles,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Fuggles,112,Fuggles,completed,1,,"{""how_to_apply"":""Use Fuggles to signal a classic English hop signature when assessing or specifying beers where earthy, woody, and softly herbal notes should support malt rather than drive sharp aroma intensity. In brewing and buying contexts, naming Fuggles helps set expectations for traditional bitters, milds, and brown ales, especially when discussing origin character or historical recipe fidelity.""}",2026-03-07T07:46:29+00:00,2026-03-07T07:46:30+00:00
Gueuze,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Gueuze,113,Gueuze,completed,1,,"{""how_to_apply"":""Use gueuze to identify a traditionally blended lambic sourced from the Senne Valley/Pajottenland, then apply that term in buying and service to set expectations for bone-dry texture, firm acidity, bottle-conditioned sparkle, and the cellar-worthy complexity that distinguishes it from fruit lambic or generic sour ale.""}",2026-03-07T07:46:36+00:00,2026-03-07T07:46:37+00:00
Hallertau,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Hallertau,114,Hallertau,completed,1,,"{""how_to_apply"":""Apply Hallertau when specifying hop origin or hop-set selection in lager and traditional continental ale production, where the designation signals refined floral, herbal, and softly spicy aroma rather than assertive bitterness. In buying, tasting, and education, use it to frame classic German hop character and to distinguish beers built on noble-hop expression from those driven by newer high-impact varieties.""}",2026-03-07T07:46:35+00:00,2026-03-07T07:46:36+00:00
Haze,beer,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Haze,115,Haze,completed,1,,"{""how_to_apply"":""Use haze to describe intentional turbidity from suspended proteins, polyphenols, yeast, or dry-hop material when assessing appearance and style accuracy, especially in wheat beers and modern hazy IPAs. In buying, service, and education, distinguish desirable haze from instability or contamination by pairing the visual cue with expected aroma, texture, and shelf-life behavior.""}",2026-03-07T07:46:35+00:00,2026-03-07T07:46:36+00:00
Hefeweizen,beer,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hefeweizen,116,Hefeweizen,completed,1,,"{""how_to_apply"":""Use Hefeweizen on a list, shelf tag, or exam note only for hazy German-style wheat beer where suspended yeast, a pillowy wheat palate, and classic banana-clove fermentation character are part of the expected profile. In tasting and service, the term signals that gentle rousing and proper glassware should showcase the yeast haze rather than presenting the beer like a filtered wheat ale.""}",2026-03-07T07:46:45+00:00,2026-03-07T07:46:45+00:00
Helles,beer,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Helles,117,Helles,completed,1,,"{""how_to_apply"":""Apply Helles when identifying or specifying a Munich-origin pale lager whose commercial and sensory benchmark is soft malt roundness, restrained bitterness, and high drinkability. In buying, judging, or staff training, use the term to distinguish this Bavarian standard from sharper Pils or darker Munich lagers so expectations for balance, service style, and shelf placement stay accurate.""}",2026-03-07T07:46:46+00:00,2026-03-07T07:46:48+00:00
Hopback,beer,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Hopback,118,Hopback,completed,1,,"{""how_to_apply"":""Use hopback to identify a brewery process choice that runs hot wort through whole-cone hops after the boil to capture volatile hop aroma with restrained kettle bitterness. In production, buying, and exam contexts, apply the term when explaining why a beer shows layered late-hop perfume and cleaner bitterness structure than a comparable beer built only with standard boil additions.""}",2026-03-07T07:46:41+00:00,2026-03-07T07:46:44+00:00
